Entry ID,PDB ID,Resolution (Å),Asym ID,Source Organism,Gene Name,Entry Id (Polymer Entity Identifiers),Accession Code(s),Database Name
,,,,,UNQ868/PRO1885,,,
,,,,Severe acute respiratory syndrome-related coronavirus,S,2AJF,P59594,UniProt
,,,,,S,,,
,,,,,2,,,
7CYV,7CYV,3.13,,Severe acute respiratory syndrome coronavirus 2,S,7CYV,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7CYV,,
,,,,Homo sapiens,,,,
7D6I,7D6I,3.41,,Severe acute respiratory syndrome-related coronavirus,,7D6I,,
,,,,Homo sapiens,,7D6I,,
,,,,Homo sapiens,,7D6I,,
7OZV,7OZV,3.2,,Severe acute respiratory syndrome coronavirus 2,rep,7OZV,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7OZV,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7OZV,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,synthetic construct,,7OZV,,
,,,,synthetic construct,,7OZV,,
7OZU,7OZU,3.3,,Severe acute respiratory syndrome coronavirus 2,rep,7OZU,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,synthetic construct,,7OZU,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7OZU,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7OZU,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,synthetic construct,,7OZU,,
7L0D,7L0D,2.39,,Severe acute respiratory syndrome coronavirus 2,rep,7L0D,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7BV1,7BV1,2.8,,Severe acute respiratory syndrome coronavirus 2,rep,7BV1,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7BV1,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7BV1,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7BTF,7BTF,2.95,,Severe acute respiratory syndrome coronavirus 2,rep,7BTF,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7BTF,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7BTF,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6YZ1,6YZ1,2.4,,Severe acute respiratory syndrome coronavirus 2,rep,6YZ1,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6YZ1,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6YYT,6YYT,2.9,,Severe acute respiratory syndrome coronavirus 2,rep,6YYT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6YYT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6YYT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,synthetic construct,,6YYT,,
6WTM,6WTM,1.85,,Severe acute respiratory syndrome coronavirus 2,rep,6WTM,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6WTK,6WTK,2,,Severe acute respiratory syndrome coronavirus 2,rep,6WTK,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6WTJ,6WTJ,1.9,,Severe acute respiratory syndrome coronavirus 2,rep,6WTJ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6WQD,6WQD,1.95,,Severe acute respiratory syndrome coronavirus 2,rep,6WQD,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6WQD,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6WIQ,6WIQ,2.85,,Severe acute respiratory syndrome coronavirus 2,rep,6WIQ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6WIQ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6M2Q,6M2Q,1.7,,Severe acute respiratory syndrome coronavirus 2,rep,6M2Q,P0DTD1,UniProt
,,,,,1a-1b,,,
6M2N,6M2N,2.198,,Severe acute respiratory syndrome coronavirus 2,rep,6M2N,P0DTD1,UniProt
,,,,,1a-1b,,,
2WCT,2WCT,2.79,,Severe acute respiratory syndrome-related coronavirus,rep,2WCT,P0C6X7,UniProt
,,,,,1a-1b,,,
1UW7,1UW7,2.8,,SARS coronavirus HKU-39849,,1UW7,P0C6X7,UniProt
7LQ7,7LQ7,3.4,,Severe acute respiratory syndrome coronavirus 2,S,7LQ7,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7LQ7,,
,,,,Homo sapiens,,7LQ7,,
,,,,Homo sapiens,,7LQ7,,
,,,,Homo sapiens,,7LQ7,,
7L2C,7L2C,3.65,,Severe acute respiratory syndrome coronavirus 2,S,7L2C,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7L2C,,
,,,,Homo sapiens,,7L2C,,
7KRS,7KRS,"3.2, 3.2",,Severe acute respiratory syndrome coronavirus 2,S,7KRS,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7KRR,7KRR,"3.5, 3.5",,Severe acute respiratory syndrome coronavirus 2,S,7KRR,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7KRQ,7KRQ,"3.44, 3.4",,Severe acute respiratory syndrome coronavirus 2,S,7KRQ,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7EY4,7EY4,"3.69, 3.69",,Homo sapiens,,7EY4,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7EY4,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7EY4,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7EY4,,
7CWU,7CWU,3.5,,Homo sapiens,,7CWU,,
,,,,Homo sapiens,,7CWU,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7CWU,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7CWU,,
,,,,Homo sapiens,,7CWU,,
7CWT,7CWT,3.7,,Severe acute respiratory syndrome coronavirus 2,S,7CWT,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7CWT,,
,,,,Homo sapiens,,7CWT,,
,,,,Homo sapiens,,7CWT,,
,,,,Homo sapiens,,7CWT,,
7CWS,7CWS,3.4,,Homo sapiens,,7CWS,,
,,,,Homo sapiens,,7CWS,,
,,,,Homo sapiens,,7CWS,,
,,,,Homo sapiens,,7CWS,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7CWS,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7CDJ,7CDJ,3.396,,Severe acute respiratory syndrome coronavirus 2,S,7CDJ,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7CDJ,,
,,,,Homo sapiens,,7CDJ,,
6YZ7,6YZ7,3.3,,Lama glama,,6YZ7,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,6YZ7,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,6YZ7,,
,,,,Homo sapiens,,6YZ7,,
6XRA,6XRA,3,,Severe acute respiratory syndrome coronavirus 2,S,6XRA,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7OAP,7OAP,1.901,,Severe acute respiratory syndrome coronavirus 2,S,7OAP,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Lama glama,,7OAP,,
,,,,Lama glama,,7OAP,,
7LO4,7LO4,2.465,,Homo sapiens,ACE2,7LO4,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7LO4,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7A98,7A98,5.4,,Severe acute respiratory syndrome coronavirus 2,S,7A98,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7A98,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
7A97,7A97,4.4,,Severe acute respiratory syndrome coronavirus 2,S,7A97,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7A97,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
7A96,7A96,4.8,,Severe acute respiratory syndrome coronavirus 2,S,7A96,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7A96,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
7A95,7A95,4.3,,Severe acute respiratory syndrome coronavirus 2,S,7A95,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7A95,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
7A94,7A94,3.9,,Severe acute respiratory syndrome coronavirus 2,S,7A94,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7A94,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
7A92,7A92,4.2,,Homo sapiens,ACE2,7A92,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7A92,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7A91,7A91,3.6,,Homo sapiens,ACE2,7A91,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7A91,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7S3N,7S3N,1.9,,Mus musculus,,7S3N,,
,,,,Mus musculus,,7S3N,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7S3N,A0A7L8JV80,UniProt
7LMF,7LMF,2.2,,Severe acute respiratory syndrome coronavirus 2,rep,7LMF,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LME,7LME,2.1,,Severe acute respiratory syndrome coronavirus 2,rep,7LME,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LMD,7LMD,1.96,,Severe acute respiratory syndrome coronavirus 2,rep,7LMD,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7EQ4,7EQ4,1.25,,Severe acute respiratory syndrome coronavirus 2,rep,7EQ4,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7CZ4,7CZ4,2.64,,Severe acute respiratory syndrome coronavirus 2,rep,7CZ4,P0DTD1,UniProt
,,,,,1a-1b,,,
7C33,7C33,3.83,,Severe acute respiratory syndrome coronavirus 2,rep,7C33,P0DTD1,UniProt
,,,,,1a-1b,,,
6WEY,6WEY,0.95,,Severe acute respiratory syndrome coronavirus 2,rep,6WEY,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7V8C,7V8C,3.4,,Severe acute respiratory syndrome coronavirus 2,S,7V8C,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7V,7V7V,3.1,,Severe acute respiratory syndrome coronavirus 2,S,7V7V,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7U,7V7U,3,,Severe acute respiratory syndrome coronavirus 2,S,7V7U,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7T,7V7T,3,,Severe acute respiratory syndrome coronavirus 2,S,7V7T,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7S,7V7S,3,,Severe acute respiratory syndrome coronavirus 2,S,7V7S,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7R,7V7R,2.9,,Severe acute respiratory syndrome coronavirus 2,S,7V7R,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7Q,7V7Q,2.8,,Severe acute respiratory syndrome coronavirus 2,S,7V7Q,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7P,7V7P,2.9,,Severe acute respiratory syndrome coronavirus 2,S,7V7P,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7O,7V7O,2.9,,Severe acute respiratory syndrome coronavirus 2,S,7V7O,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7N,7V7N,2.9,,Severe acute respiratory syndrome coronavirus 2,S,7V7N,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7J,7V7J,3.4,,Severe acute respiratory syndrome coronavirus 2,S,7V7J,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7I,7V7I,3.3,,Severe acute respiratory syndrome coronavirus 2,S,7V7I,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7H,7V7H,3.2,,Severe acute respiratory syndrome coronavirus 2,S,7V7H,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7G,7V7G,3.1,,Severe acute respiratory syndrome coronavirus 2,S,7V7G,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7F,7V7F,2.9,,Severe acute respiratory syndrome coronavirus 2,S,7V7F,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7E,7V7E,2.9,,Severe acute respiratory syndrome coronavirus 2,S,7V7E,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7D,7V7D,3,,Severe acute respiratory syndrome coronavirus 2,S,7V7D,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V7A,7V7A,3.4,,Severe acute respiratory syndrome coronavirus 2,S,7V7A,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V79,7V79,3.3,,Severe acute respiratory syndrome coronavirus 2,S,7V79,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V78,7V78,3.4,,Severe acute respiratory syndrome coronavirus 2,S,7V78,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V77,7V77,3.3,,Severe acute respiratory syndrome coronavirus 2,S,7V77,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V76,7V76,3.2,,Severe acute respiratory syndrome coronavirus 2,S,7V76,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
2RUO,2RUO,,,Severe acute respiratory syndrome-related coronavirus,S,2RUO,P59594,UniProt
,,,,,2,,,
2RUN,2RUN,,,Severe acute respiratory syndrome-related coronavirus,S,2RUN,P59594,UniProt
,,,,,2,,,
2MM4,2MM4,,,Severe acute respiratory syndrome-related coronavirus,E,2MM4,P59637,UniProt
,,,,,E,,,
,,,,,sM,,,
,,,,,4,,,
7FDK,7FDK,3.69,,Mus musculus,Ace2,7FDK,Q8R0I0,UniProt
,,,,,Ace2,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7FDK,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7P51,7P51,1.474,,Severe acute respiratory syndrome coronavirus 2,,7P51,P0DTC1,UniProt
7DMU,7DMU,3.2,,Homo sapiens,ACE2,7DMU,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7DMU,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
2KQW,2KQW,,,Severe acute respiratory syndrome-related coronavirus,1a,2KQW,P0C6U8,UniProt
,,,,,1a,,,
7NNG,7NNG,2.38,,Severe acute respiratory syndrome coronavirus 2,rep,7NNG,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7NN0,7NN0,3.04,,Severe acute respiratory syndrome coronavirus 2,rep,7NN0,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7NIO,7NIO,2.2,,Severe acute respiratory syndrome coronavirus 2,rep,7NIO,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7JKV,7JKV,1.25,,Severe acute respiratory syndrome coronavirus 2,rep,7JKV,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7CBT,7CBT,2.346,,Severe acute respiratory syndrome coronavirus 2,rep,7CBT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6ZSL,6ZSL,1.94,,Severe acute respiratory syndrome coronavirus 2,rep,6ZSL,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6NUS,6NUS,3.5,,Severe acute respiratory syndrome-related coronavirus,rep,6NUS,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome-related coronavirus,1a,6NUS,P0C6U8,UniProt
,,,,,1a,,,
5RGS,5RGS,1.72,,Severe acute respiratory syndrome coronavirus 2,rep,5RGS,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGR,5RGR,1.41,,Severe acute respiratory syndrome coronavirus 2,rep,5RGR,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGQ,5RGQ,2.15,,Severe acute respiratory syndrome coronavirus 2,rep,5RGQ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGP,5RGP,2.07,,Severe acute respiratory syndrome coronavirus 2,rep,5RGP,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGO,5RGO,1.74,,Severe acute respiratory syndrome coronavirus 2,rep,5RGO,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGN,5RGN,1.86,,Severe acute respiratory syndrome coronavirus 2,rep,5RGN,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGM,5RGM,2.04,,Severe acute respiratory syndrome coronavirus 2,rep,5RGM,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGL,5RGL,1.76,,Severe acute respiratory syndrome coronavirus 2,rep,5RGL,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGK,5RGK,1.43,,Severe acute respiratory syndrome coronavirus 2,rep,5RGK,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGJ,5RGJ,1.34,,Severe acute respiratory syndrome coronavirus 2,rep,5RGJ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGI,5RGI,1.57,,Severe acute respiratory syndrome coronavirus 2,rep,5RGI,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGH,5RGH,1.7,,Severe acute respiratory syndrome coronavirus 2,rep,5RGH,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGG,5RGG,2.26,,Severe acute respiratory syndrome coronavirus 2,rep,5RGG,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RG3,5RG3,1.58,,Severe acute respiratory syndrome coronavirus 2,rep,5RG3,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RG2,5RG2,1.63,,Severe acute respiratory syndrome coronavirus 2,rep,5RG2,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RG1,5RG1,1.65,,Severe acute respiratory syndrome coronavirus 2,rep,5RG1,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5F22,5F22,2.155,,Severe acute respiratory syndrome-related coronavirus,1a,5F22,P0C6U8,UniProt
,,,,,1a,,,
,,,,Severe acute respiratory syndrome-related coronavirus,rep,5F22,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
2HOB,2HOB,1.95,,Severe acute respiratory syndrome-related coronavirus,rep,2HOB,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,synthetic construct,,2HOB,,
2H2Z,2H2Z,1.6,,Severe acute respiratory syndrome-related coronavirus,rep,2H2Z,P0C6X7,UniProt
,,,,,1a-1b,,,
7N8H,7N8H,2.3,,Severe acute respiratory syndrome coronavirus 2,S,7N8H,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7N8H,,
,,,,Homo sapiens,,7N8H,,
,,,,Homo sapiens,,7N8H,,
,,,,Homo sapiens,,7N8H,,
7BZ5,7BZ5,1.84,,Severe acute respiratory syndrome coronavirus 2,S,7BZ5,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7BZ5,,
,,,,Homo sapiens,,7BZ5,,
6CS1,6CS1,4.6,,Severe acute respiratory syndrome-related coronavirus,S,6CS1,P59594,UniProt
,,,,,2,,P10104,UniProt
,,,,Escherichia virus T4,wac,,,
,,,,,T4Tp161,,,
6CS0,6CS0,3.8,,Severe acute respiratory syndrome-related coronavirus,S,6CS0,P59594,UniProt
,,,,,2,,P10104,UniProt
,,,,Escherichia virus T4,wac,,,
,,,,,T4Tp161,,,
6CRX,6CRX,3.9,,Severe acute respiratory syndrome-related coronavirus,S,6CRX,P59594,UniProt
,,,,,2,,D9IEJ2,UniProt
,,,,Escherichia virus T4,wac,,,
,,,,,T4Tp161,,,
6CRW,6CRW,3.9,,Severe acute respiratory syndrome-related coronavirus,S,6CRW,P59594,UniProt
,,,,,2,,P10104,UniProt
,,,,Escherichia virus T4,wac,,,
,,,,,T4Tp161,,,
6W75,6W75,1.951,,Severe acute respiratory syndrome coronavirus 2,rep,6W75,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6W75,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7MBG,7MBG,1.86,,Severe acute respiratory syndrome coronavirus 2,rep,7MBG,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LFP,7LFP,2.2,,Severe acute respiratory syndrome coronavirus 2,rep,7LFP,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LFE,7LFE,2.79,,Severe acute respiratory syndrome coronavirus 2,rep,7LFE,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7KFI,7KFI,1.6,,Severe acute respiratory syndrome coronavirus 2,rep,7KFI,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7JT0,7JT0,1.73,,Severe acute respiratory syndrome coronavirus 2,rep,7JT0,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7JLT,7JLT,2.7,,Severe acute respiratory syndrome coronavirus 2,rep,7JLT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7JLT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7CAM,7CAM,2.85,,Severe acute respiratory syndrome coronavirus 2,rep,7CAM,P0DTD1,UniProt
,,,,,1a-1b,,,
6YHU,6YHU,2,,Severe acute respiratory syndrome coronavirus 2,rep,6YHU,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6YHU,P0DTD1,UniProt
,,,,,1a-1b,,,
7MJN,7MJN,3.29,,Severe acute respiratory syndrome coronavirus 2,S,7MJN,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7MJN,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
7MJM,7MJM,2.83,,Severe acute respiratory syndrome coronavirus 2,S,7MJM,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7MJM,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
7N4J,7N4J,2.207,,Severe acute respiratory syndrome coronavirus 2,S,7N4J,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7N4J,,
